lat,long,api,guid,perm_date,county,perm_date,status,operator,well_name
40.52971673,-81.12839591,"[""34019221640000"", ""34019221640000"", ""34019221760000"", ""34019221650000"", ""34019221770000"", ""34019222380000"", ""34019221720000""]",8b54daaf33684fa0b9c0ea48d28fea81,,Carroll,,,,
40.6424053,-80.89599493,"[""34019221660000"", ""34019221660000"", ""34019224730000""]",d8e7e1dce46642a4bbacb805050ff6d7,,Carroll,,,,
40.5840968,-81.3201827,"[""34019221670100"", ""34019221670100""]",1c5e9b36be1045f98a1161434fa800b7,,Carroll,,,,
40.47183133,-80.9928166,"[""34019221730000"", ""34019221730000"", ""34019222190000"", ""34019222220000"", ""34019222170000"", ""34019222180000""]",c33249ea3cf44327b4f9bf93a85d7bd9,,Carroll,,,,
40.71615913,-80.95915533,"[""34019221740000"", ""34019221740000"", ""34019223320000""]",8516deadd651489fab4173eb3ddaf76d,,Carroll,,,,
40.57913688,-81.17703955,"[""34019221780000"", ""34019221780000"", ""34019222240000"", ""34019221900000""]",21f45c9b162f4af7b150e0d09eda910d,,Carroll,,,,
40.4389216,-80.97964085,"[""34019221870000"", ""34019221870000"", ""34019222080000"", ""34019222090000"", ""34019222100000"", ""34019221890000""]",28a5726528184069a2509c37273dd467,,Carroll,,,,
40.5005271,-81.10501988,"[""34019221910000"", ""34019221910000"", ""34019222480000"", ""34019222580000"", ""34019222890000""]",e2af31c3de894a85a8d6333e061de18e,,Carroll,,,,
40.6021339,-81.1035337,"[""34019221960100"", ""34019221960100""]",c722cc3abf384624a7f6eae484edefda,,Carroll,,,,
40.6830995,-81.1163486,"[""34019221970100"", ""34019221970100""]",ff2be1c3a208460da605fca9e6e3e016,,Carroll,,,,
40.71346963,-80.94391717,"[""34019222110000"", ""34019222110000"", ""34019222530000""]",f61a0c04c24f4c62bbb783b1a521b05d,,Carroll,,,,
40.62238136,-80.90576844,"[""34019222120100"", ""34019222120100"", ""34019225880000"", ""34019222460000"", ""34019225870000""]",af9a9f76ab4d48d8992a2a793c1c7112,,Carroll,,,,
40.4481152,-81.2295012,"[""34019222140100"", ""34019222140100""]",2e754a9bd0d04e86b549b2a33491d6ee,,Carroll,,,,
40.4390064,-80.9752627,"[""34019222160000"", ""34019222160000""]",60d7c8b6080b4dfbb5801b888ce63aeb,,Carroll,,,,
40.713489,-81.00483526,"[""34019222200000"", ""34019222200000"", ""34019222450000"", ""34019222210000"", ""34019222470000""]",ad4e82bd6d6a40bf92ea8b1d07aa00bd,,Carroll,,,,
40.49770643,-81.07964794,"[""34019222250000"", ""34019222250000"", ""34019222280000"", ""34019222260000"", ""34019222270000"", ""34019222300000"", ""34019222290000""]",6f8e95f64f564d298576702295e177f8,,Carroll,,,,
40.6335076,-81.2513699,"[""34019222310000"", ""34019222310000""]",cea5aa5853a345f9a9ab5bb83b70b192,,Carroll,,,,
40.44080903,-81.02293139,"[""34019222360000"", ""34019222360000"", ""34019222410000"", ""34019222660000"", ""34019222650000"", ""34019222400000"", ""34019222640000""]",45eacac4b3724c8a9a3033655795b22b,,Carroll,,,,
40.47690021,-80.98419607,"[""34019222370000"", ""34019222370000"", ""34019222500000"", ""34019222690000"", ""34019222680000"", ""34019222670000"", ""34019222700000""]",dcec088615a84940945d52f323d2311a,,Carroll,,,,
40.71402688,-80.93335057,"[""34019222490000"", ""34019222490000"", ""34019225950000"", ""34019222540000""]",1d2776c486f94557bae7879356c7c22e,,Carroll,,,,
40.58064733,-80.99046233,"[""34019222510000"", ""34019222510000"", ""34019222520000"", ""34019222860000""]",a4d9c19423624ec3a4ead0f1cd7dd571,,Carroll,,,,
40.46947671,-81.00543061,"[""34019222550000"", ""34019222550000"", ""34019224460000"", ""34019222560000"", ""34019224450000"", ""34019222570000"", ""34019224280000""]",e0c6c763e73b46d0b3cf81937991a620,,Carroll,,,,
40.50346094,-80.99161941,"[""34019222590000"", ""34019222590000"", ""34019222820000"", ""34019222830000"", ""34019222800000"", ""34019222790000"", ""34019222810000""]",82d06401eb124fb4b4f4852531e9df54,,Carroll,,,,
40.57366715,-80.97200507,"[""34019222600000"", ""34019222600000"", ""34019223040000"", ""34019222900000""]",69276bb4a9c94b4b9ff313d128b8a1ba,,Carroll,,,,
40.47341739,-80.96971801,"[""34019222720000"", ""34019222720000"", ""34019222740000"", ""34019222780000"", ""34019222750000"", ""34019222760000"", ""34019222730000""]",ae86926ce6cd435380b9daaba863ed45,,Carroll,,,,
40.71907567,-80.9954571,"[""34019222770000"", ""34019222770000"", ""34019223310000""]",a4614100c15e413bb0a011d4afaa738d,,Carroll,,,,
40.63021407,-81.0504307,"[""34019222840000"", ""34019222840000"", ""34019222850000""]",245078fc16fa48e78305b70a79972d0d,,Carroll,,,,
40.7144207,-80.9775259,"[""34019222870000"", ""34019222870000"", ""34019222880000""]",d81b1439868742cd9f48c329023aae23,,Carroll,,,,
40.55402602,-81.1347107,"[""34019222940000"", ""34019222940000"", ""34019223480000"", ""34019223400000"", ""34019223410000""]",24a545fdd6c14e88b8d2e6e4130089dd,,Carroll,,,,
40.53059981,-81.07674654,"[""34019222950000"", ""34019222950000"", ""34019222990000"", ""34019222970000"", ""34019222980000"", ""34019222960000"", ""34019223000000""]",12536fa21cf64a23ac00db4e962c1dbe,,Carroll,,,,
40.45206444,-81.11151004,"[""34019223030000"", ""34019223030000"", ""34019223070000"", ""34019223060000"", ""34019223080000"", ""34019223090000"", ""34019223050000""]",9b70e07886ff4a4ea8c69f08fd611262,,Carroll,,,,
40.5110294,-80.9257643,"[""34019223190000"", ""34019223190000""]",b69c4fd1ca234ad7b76eec7676985310,,Carroll,,,,
40.4706379,-80.9501454,"[""34019223210000"", ""34019223210000""]",5a2a841e388641f2a90dcdfef2089af7,,Carroll,,,,
40.61933818,-80.93724012,"[""34019223230000"", ""34019223230000"", ""34019223250000"", ""34019223260000""]",372674b0c3d64672b96ac30156bd50c7,,Carroll,,,,
40.44174495,-80.9941355,"[""34019223280000"", ""34019223280000"", ""34019223290000"", ""34019223300000""]",e344552886db4fb1ba8e7b9d7f0062ab,,Carroll,,,,
40.67164073,-80.98343553,"[""34019223490000"", ""34019223490000"", ""34019223680000""]",ee3f5bd8c26647e4be1ec12c5c96a1b6,,Carroll,,,,
40.517017,-80.98472786,"[""34019223500000"", ""34019223500000"", ""34019223510000"", ""34019223550000"", ""34019223520000"", ""34019223540000"", ""34019223570000"", ""34019223530000""]",b08c2d6bf91543f8b797689518285154,,Carroll,,,,
40.59074223,-80.9369622,"[""34019223720000"", ""34019223720000"", ""34019224560000""]",efa34b4ea8774f01b5744723be4f345b,,Carroll,,,,
40.47713067,-81.07711952,"[""34019223730000"", ""34019223730000"", ""34019224720000"", ""34019225100000"", ""34019224780000"", ""34019224770000""]",75505e3080fc4fcdad720d30f32143f0,,Carroll,,,,
40.64727842,-80.94822688,"[""34019223740000"", ""34019223740000"", ""34019223750000"", ""34019223760000"", ""34019223790000""]",c455a116bee2486abafae64ffa8234a4,,Carroll,,,,
40.5539342,-80.9448179,"[""34019223800000"", ""34019223800000""]",4aa626a75a654366a0ee3b4b0e46a822,,Carroll,,,,
40.48822123,-80.94034203,"[""34019223890000"", ""34019223890000"", ""34019223900000""]",ffbef3a42de74980b6365b5a12f6071f,,Carroll,,,,
40.49889215,-81.01260302,"[""34019223990000"", ""34019223990000"", ""34019224000000"", ""34019224020000"", ""34019224030000"", ""34019224010000""]",96217233b8844b44836bca377de69fb1,,Carroll,,,,
40.5996828,-80.96953872,"[""34019224040000"", ""34019224040000"", ""34019224170000"", ""34019224140000""]",15f2bf40751c4205bc3b27d1c91e1717,,Carroll,,,,
40.6678513,-80.9906449,"[""34019224050000"", ""34019224050000""]",9b6c441d015045819ad5839fe723f6ab,,Carroll,,,,
40.48353418,-81.03982428,"[""34019224090000"", ""34019224090000"", ""34019224270000"", ""34019224250000"", ""34019224260000""]",e676411bfcfc4da7bf58a62f649ad776,,Carroll,,,,
40.48805237,-80.95099973,"[""34019224180000"", ""34019224180000"", ""34019224470000""]",b1fcfc51d17f47129f6f1b278168afd0,,Carroll,,,,
40.50356493,-81.05204483,"[""34019224190000"", ""34019224190000"", ""34019224220000"", ""34019224890000"", ""34019224230000"", ""34019224200000"", ""34019224240000"", ""34019224880000"", ""34019224210000""]",faf9c66c1ae34e47957319aaa1c6f13c,,Carroll,,,,
40.52074637,-81.0826327,"[""34019224290000"", ""34019224290000"", ""34019224300000"", ""34019224330000"", ""34019224320000"", ""34019224340000"", ""34019224310000""]",785d639a0f864678b02702aedad6c481,,Carroll,,,,
40.6081438,-81.06197617,"[""34019224500100"", ""34019224500100"", ""34019224510000"", ""34019224520000"", ""34019224530000"", ""34019224540000""]",826d1c0c90ca4472ab3d1193ead67702,,Carroll,,,,
40.43518544,-81.06420336,"[""34019224550000"", ""34019224550000"", ""34019225180000"", ""34019224750000"", ""34019225200000"", ""34019224740000"", ""34019225190000""]",ae32847071a442f6ad08cde5d70cc139,,Carroll,,,,
40.6856253,-80.95215623,"[""34019224630000"", ""34019224630000"", ""34019224650000""]",a667174b8b8d4093bca06d2d3475a6e6,,Carroll,,,,
40.6198521,-80.9675322,"[""34019224670000"", ""34019224670000""]",1022c43f2cce4eed8197ab551d8f0a22,,Carroll,,,,
40.65049553,-81.03783795,"[""34019224760000"", ""34019224760000"", ""34019224800000"", ""34019224820000""]",91893f92a1654428b4c4fec47bf05501,,Carroll,,,,
40.60657506,-81.08445573,"[""34019224860100"", ""34019224860100"", ""34019225290000"", ""34019224980000"", ""34019225530000"", ""34019225540000"", ""34019225300000"", ""34019225280000""]",d024b698d25a40ebacb5683c4d5913fc,,Carroll,,,,
40.53938713,-81.04742857,"[""34019224920000"", ""34019224920000"", ""34019224950000"", ""34019224960000""]",10af6882cdc34fc89c30e3e9c1aa31d9,,Carroll,,,,
40.61759983,-80.91782393,"[""34019225040000"", ""34019225040000"", ""34019225060000""]",3cabf80ac6084a678aaa6bf8df4edf64,,Carroll,,,,
40.46619645,-81.0830477,"[""34019225070000"", ""34019225070000"", ""34019225080000"", ""34019225090000""]",87264360239c4f1ba7bd5628adbaec6a,,Carroll,,,,
40.54663044,-80.96594768,"[""34019225210000"", ""34019225210000"", ""34019225220000"", ""34019225270000"", ""34019225240000"", ""34019225250000"", ""34019225230000"", ""34019225260000""]",084c8790e5c446ec9eb741f21363ab99,,Carroll,,,,
40.53762243,-81.05614991,"[""34019225310000"", ""34019225310000"", ""34019225320000"", ""34019225340000"", ""34019225350000"", ""34019225360000"", ""34019225330000""]",6a5c854d9b9541099867000cf89abe47,,Carroll,,,,
40.6698084,-81.0377372,"[""34019225370000"", ""34019225370000"", ""34019225520000""]",a920acd247054ef7a1e04ef7baca1b39,,Carroll,,,,
40.5672307,-81.0584307,"[""34019225390000"", ""34019225390000""]",322bc800a7fc4d7cbd93b06dd95456c2,,Carroll,,,,
40.6616863,-80.93579387,"[""34019225620000"", ""34019225620000"", ""34019225770000"", ""34019225780000""]",e521a8d9c78b4185937e4023fcbed3ac,,Carroll,,,,
40.49568487,-81.05992547,"[""34019225630000"", ""34019225630000"", ""34019225690000"", ""34019225640000"", ""34019225660000"", ""34019225670000"", ""34019225700000"", ""34019225680000"", ""34019225650000""]",53f66f9bf9cf41349216ec8080a00a4d,,Carroll,,,,
40.53382955,-81.06428802,"[""34019225720000"", ""34019225720000"", ""34019225740000"", ""34019225750000"", ""34019225760000"", ""34019225730000""]",5b538e76fc7546db96969836472e70bd,,Carroll,,,,
40.49504284,-81.140008,"[""34019225790000"", ""34019225790000"", ""34019225800000"", ""34019225810000"", ""34019225820000""]",8780041f67c9420b86c6a16c4d122c72,,Carroll,,,,
40.6851172,-80.97905864,"[""34019225890000"", ""34019225890000"", ""34019225920000"", ""34019225900000"", ""34019225910000""]",bb0fa1cc5a7f4799abdf46a6d60ab9fb,,Carroll,,,,
40.59404797,-80.9249725,"[""34019225930000"", ""34019225930000"", ""34019225940000""]",a25d197e4b7e4078ac6add8c0ad27495,,Carroll,,,,
40.67970447,-81.01456523,"[""34019225960000"", ""34019225960000"", ""34019225970000""]",1df8ac2315a24683b06471cd7af2018b,,Carroll,,,,
40.49664575,-81.02975999,"[""34019225990000"", ""34019225990000"", ""34019226000000"", ""34019226040000"", ""34019226030000"", ""34019226020000"", ""34019226050000"", ""34019226010000""]",42da677fc48b4a618387ed5b14de7fae,,Carroll,,,,
40.7311131,-80.5487537,"[""34029216930100"", ""34029216930100""]",85b4bf6deb3949f5ac4f586d347bb227,,Columbiana,,,,
40.8472518,-81.0044579,"[""34029216940100"", ""34029216940100""]",16a17f5e71fb4c6f8c624cd6876e67cd,,Columbiana,,,,
40.7369601,-80.551592,"[""34029216950100"", ""34029216950100""]",7df37640b9694643ae8656e4f211bd12,,Columbiana,,,,
